"contentPlain","词义辨析","定语从句","短语辨析","固定句型","状语从句","句型","过去分词","现在分词","形容词","现在进行时","疑问句","一般现在时","表语从句","一般将来时","形式主语","被动语态","不定式","现在完成时","情态动词","一般过去时","主语从句","同位语从句","宾语从句","发音","过去完成时","过去进行时","将来进行时","其他","虚拟语气","现在完成进行时","不可数名词","不定代词","过去完成进行时","定冠词","零冠词","过去将来时","将来完成时"
"The scientific research that Deng Jiaxian had devoted his life ________ his death.A．to causingB．to causedC．to having causedD．to have been caused","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A whale is a fish. True or_____________?A．failureB．faultC．falseD．fright","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The change of_____________ causes the change of quality.A．economyB．facilityC．equalityD．quantity","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The plan_____________ a great success.A．removedB．improvedC．provedD．approved","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No wonder he is so knowledgeable. He is_____________ about everything around him.A．cautiousB．curiousC．concertD．contact","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The villages received weak TV_____________ in old days.A．symbolsB．symptomsC．signalsD．singles","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Most people work because it is unavoidable. _____________, there are some people who actually enjoy work.A．By contrastB．By turnsC．For instanceD．What if","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"English is one of the_____________ languages used in India.A．extraordinaryB．remarkableC．casualD．official","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As everyone knows_____________ is an important part of language, just like bricks in a buildingA．wealthB．vocabularyC．evidenceD．principle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"During the Mid-Autumn Festival, families gather to_____________ the moon and enjoy moon cake.A．ignoreB．wipeC．biteD．admire","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"According to scientists, our mental abilities begin to_____________ from the age of 27 after reaching the highest level at 22.A．declineB．deserveC．demonstrateD．demand","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In this article, you need to back up general statements with_____________ examples.A．specificB．remoteC．severeD．absent","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The teacher had_____________ to educate the students mildly but failed.A．extendedB．intendedC．pretendedD．tended","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They_____________ me with conflicting accounts of what happened.A．confusedB．refusedC．producedD．reduced","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is of great importance to keep ________ in a bad and dangerous situation.A．quietB．stillC．calmD．silent","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack intends to apply ________ a position ________ the company.A．to; toB．for; forC．for; toD．to; for","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Though all his efforts have failed to ________ his demanding parents, his teacher and classmates were amazed by his academic performance.A．shockB．arouseC．conquerD．wow","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Without our phones, we had a ________ conversation for over two hours, without being distracted by messages from other people.A．politeB．preciousC．properD．positive","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The post-pandemic job market is no longer the market ________ the general public thinks it is, as profit margins shrink.A．whichB．asC．whereD．that","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Her excellent speech was ________ by bursts of applause and great cheers from the crowd.A．impressedB．illustratedC．punctuatedD．delivered","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The new class rules in ________ design most classmates have participated is so innovative that other classes also want to follow suit.A．whichB．whereC．whoseD．what","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I would be_____________ if you could give me a kind consideration.A．gracefulB．globalC．gradualD．grateful","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t_____________ your skin to too much sunshine.A．exposeB．exploreC．explodeD．export","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The dictionary was ________ more expensive than that one.A．quiteB．ratherC．fairlyD．pretty","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Music has the power to call forth memories andemotions, that is to say, it has a unique ability to transport us back to specific moments and evoke powerful feelings.A．bring outB．focus onC．put asideD．attend to","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The newly opened cafe was an instant hit, with customers  all the seats by noon.A．removingB．occupyingC．sweepingD．exchanging","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We need to 　　　　a visa for the trip to the Eiffel Tower, France.A．apply forB．stir upC．make outD．relate to","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is a movie 　　　　  interests a large number of young people.A．whoseB．thatC．whyD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When the rubbish is burned, it will _______ large quantities of carbon dioxide.A．give upB．give offC．give backD．give in","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you really want reading to 　　　　 to your life, it’s time you picked up a book.A．make senseB．make progressC．make an impressionD．make a difference","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We study in a classroom ______ windows face to the south.A．whoseB．whichC．thatD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The project ________ the government is concentrating is aimed at improving food safety.A．with whichB．with whomC．on whichD．on whom","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I took part in the school’s English speech contest and won first place on Monday. That is the day ________ we’ll never forget.A．whichB．on whichC．in whichD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The new film is showing in the theater. Not only the students but also their teacher ________ the film now.A．is enjoyingB．enjoyC．are enjoyingD．enjoyed","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Basketball is a popular sport ______ teamwork matters more than strength.A．thatB．whichC．whereD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"For more brochures about other package tours around Peru, ________ us at tourinfo@travelperu.org.A．debateB．recommendC．reviseD．contact","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“Before 1066, in the land we now call Great Britain lived peoples belonging to two major language groups.” 主句的谓语是______A．livedB．callC．belonging toD．major","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The sentence structure of “A balanced diet keeps the body healthy.” is ______.A．SVOB．SVOOC．SVOCD．SVP","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The sentence structure of “The humorous joke made us laugh in class.” is ______.A．SVOB．SVOOC．SVOCD．SV","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The sentence structure (结构) of “The tips below may help you.” is ______.A．SVPB．SVOOC．SVOCD．SVO","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—You helped me with my computer last week. I want to repay the ________.—No, no, you paid last time, so it’s definitely my turn to treat you.A．actionB．favorC．creditD．virtue","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Why did you say that the other day?— It was just a casual ________. I didn’t mean anything by it.A．remarkB．judgmentC．summaryD．intention","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominating the list are high-income countries, ________ the average ecological footprint is now five times that of poor nations.A．of whichB．whatC．in whichD．whose","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She was grateful for everything _______ the medical and nursing team had done for her.A．thatB．whichC．whenD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I once lived in the house _______ windows were much larger than usual.A．thatB．whichC．whereD．whose","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He is a shallow thinker ______ opinions are not worth much.A．whoseB．whoC．thatD．which","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The history of the town 　　　　the Shang Dynasty.A．searches forB．dates back toC．goes throughD．sweeps away","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Considering the different demands of the students, the school has adopted a more ________ approach to education.A．independentB．responsibleC．flexibleD．considerate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you want to see a doctor, you fix a date with him ahead of time. That is a common ________ in the USA.A．viewB．behaviorC．realityD．practice","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He gave his mother a gold necklace for her birthday, which pleased her a lot. The underlined part serves as _______.A．SubjectB．PredicativeC．Direct ObjectD．Indirect Object","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"_______, the exchange student got quite confused about some pronunciation in Chinese language.A．ExtremelyB．ObviouslyC．SuitablyD．Likely","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Don’t lose heart when you meet challenges, will you?—_______. Nothing can beat me.A．Yes, I will.B．No, I won’t.C．Yes, I won’tD．No, I will.","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He _______ I get insurance against sickness and unemployment.A．recommendedB．appliedC．impressedD．appreciated","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gradually, my passion for science fiction books ______, for it was hard for me to _____ myself in them.A．died away; buryB．died out; applyC．died down; buryD．died off; apply","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Because of the limited time, we will start at the point _______ we left off yesterday.A．whichB．whereC．asD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"That was the very reason _______ Mac gave me the other day.A．whyB．thatC．whichD．what","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank, rather than his two sisters, _______ London next morning by train which _______ at 8:30.A．is leaving for; will leaveB．are leaving for; leavesC．is leaving for; leavesD．will leave for; is leaving","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Amish, a group of Christians in rural America, live simply and happily in the ______ of new technology.A．faceB．absenceC．lightD．event","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The team _______ Lang Ping had built was falling_______ .A．when; apartB．which; awayC．that; apartD．what; behind","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"_______ games taught Michael Jordan to practice harder and never give_____ .A．Losing; upB．Losing; inC．Lose; awayD．Loseing; up","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This morning, I was worried that no one would talk to me. But I was wrong. I didn’t feel ______ or frightened at all.A．curiousB．positiveC．confusedD．awkward","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Soon we may be able to use such treatments to restore a blind person’s vision or give someone who was born deaf an excellent sense of hearing.A．to produce a change in sb./sth.B．to bring back a situation or feeling that existed beforeC．to recognize sb. /sth and be able to say who or what they are","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If someone misses the best chance in everyday life, which idiom can you use?A．Three strikes and you are out.B．Throwing someone a curveball.C．A ballpark estimate.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The fire spread quickly through the tower block on Sunday night, leaving people on the upper floors trapped. A．let sb. come out of a placeB．been different from sb. or sth.C．kept sb. in a dangerous place or bad situation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China is the only country ________ wild pandas can be found.A．thatB．whichC．whatD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is the factory ________ he used to work.A．thatB．whichC．whereD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There should be someone ________ you can turn for help.A．from whomB．whomC．to whomD．who","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________, tomatoes were planted in South Africa. Then in the 16th century, they were spread to other parts of the world.A．OriginallyB．SlightlyC．ExtremelyD．Annually","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After hearing an earthquake happen in his hometown, the young man decided to_____________ ninety percent of his salary to Red Cross Society of China.A．give upB．give outC．give awayD．give off","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After the explosion from the chemical works, what the local government did first was to find safe places to provide ________ for the homeless families.A．accommodationB．furnitureC．equipmentD．occupation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You should put more____________ into your work.A．effectB．effortC．fitnessD．advance","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The friend ______ she had been living for two years suddenly packed her bags and left.A．with whichB．whomC．with whomD．who","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We had to 　　　　the ambulance so that it could get through the traffic quickly.A．give upB．give way toC．leave aloneD．watch over","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emily, a lover of ________ , often found herself lost in reading books.A．impressionB．eagernessC．literatureD．description","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"That football is such a simple game to play is perhaps the________ of its popularity.A．sortB．basisC．functionD．honour","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ arguments over “stupid things” now and then, Alistair agrees that having a brother is an advantage.A．ThoughB．DespiteC．BesidesD．Moreover","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Studying and doing homework seem much more fun when you are at sea!The basic structure of the sentence above is_______.A．S+VB．S+V+OC．S+V+PD．S+V+O+C","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The plane takes off at 10: 10. That is to say, it _______ in ten minutes.A．is leavingB．leavesC．has leftD．is left","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In August, radioactive wastewater from Japan was released into the Pacific Ocean, _______ effects people are still suffering.A．from whichB．in whichC．from whoseD．in whose","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I will never forget the day _______ I first went into the senior high school, _______ was greater than I could expect.A．when; whichB．that; whichC．which; whereD．when; as","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We packed all the books in the boxes_____they wouldn’t get damaged.A．as ifB．so thatC．in caseD．even if","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Your______towards life determines how happy you are in daily life.A．supplyB．lectureC．attitudeD．fault","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is strongly recommended that the machine ______ maintained every year for safety reasons.A．beB．will beC．isD．has been","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The parking rules in public places should be ______ strictly, otherwise you would get a ticket.A．realizedB．recognizedC．consultedD．observed","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I shall never forget those years ____________ I lived in the country with the farmers, ____________ has a great effect on my life.A．that; whichB．when; whichC．when; whoD．when; as","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"World Health Organization is____________with China’s efforts to fight COVID-19.A．concernedB．contentC．inspiredD．awkward","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thanks to________ in technology, we can provide our customers with more satisfying products and services.A．advancesB．commentsC．charactersD．qualities","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"People say that one man’s meat is another man’s ________, but I feel at home with food from both my cultures.A．scheduleB．poisonC．systemD．expert","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If your headache gets more serious, it’s necessary to seek________ health services.A．inspiringB．formerC．narrowD．professional","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After the traffic accident, no one ________ except a girl who was badly injured.A．intendedB．admittedC．inspiredD．survived","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China’s image is improving steadily, with more countries________ its role in international affairs.A．containingB．indicatingC．recognizingD．existing","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Judging from the painful look on Sarah’s face, she is ________ not feeling very well.A．slightlyB．obviouslyC．regularlyD．eventually","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I have ________ all my credit cards. Can you lend me 1,500 dollars?A．put asideB．taken upC．checked outD．maxed out","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We must ________ to prevent a possible ________ between the two sides.A．take actions, contradictionB．take measures, conflictC．take action, constructionD．take measure, contact","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chen Lei was so _______ to computer games that he failed in the exam.A．suitableB．attractedC．lostD．addicted","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As long as you don’t ________, you will succeed sooner or later.A．lose heartB．take notesC．come alongD．make sense","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The history of the town ________ the Shang Dynasty.A．looks forward toB．dates back toC．gives way toD．takes part in","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"_______ she goes, she brings happiness and laughter to people.A．No matter whereB．No matter whatC．No matter whenD．No matter why","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There was a time _________I had difficulty with my English study.A．whichB．whoC．whereD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There are many reasons _________ people like travelling.A．thatB．whereC．whyD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Here are some of the people _________ homes were destroyed by the typhoon.A．whoB．thatC．whoseD．which","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My parents and I _________ the Architecture Museum this weekend.A．visitB．are visitingC．are visitedD．have visited","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael started to play basketball in college, ________?A．doesn’t heB．isn’t heC．didn’t heD．don’t he","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She ________ his picture from the magazine and pinned it to the wall.A．cut outB．tested outC．took inD．set aside","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Xi’an City Wall is the most complete city wall _______ has survived China’s long history.A．thatB．whichC．whatD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"People spoke highly of the driver ______ in spite of the terrible weather, had savedhis passengers from danger.A．whichB．asC．whomD．who","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I can still remember the sitting room _______ my mother and I used to sit in the evening.A．whatB．whichC．thatD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I will never forget the days _______ we spent together and _______ we made friendswith some farmers.A．when; thatB．when; whenC．that; whenD．which; which","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He often talked about the artists and paintings _______ impressed him greatly.A．thatB．whoC．不填D．which","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The medals _________ on the wall of the Smiths are a _________ of bravery of their grandfather, a soldier who fought for his country during World War.A．hung; symbolB．hanging; symbolC．hanging; signD．hung; sign","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
