"contentPlain","词义辨析","一般将来时","句型","同位语从句","短语辨析","状语从句","定语从句","一般现在时","被动语态","一般过去时","其他","现在进行时","过去分词","过去完成时","形容词","现在完成时","不定代词","不定式","现在分词","主语从句","表语从句","宾语从句","过去进行时","现在完成进行时","情态动词","将来进行时","发音","虚拟语气","过去完成进行时","过去将来时","将来完成时","动名词"
"Many high school ________ have no chance to go to college in that country at present.A．accountantsB．volunteersC．graduatesD．experts","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After half a year of hard training, Ross feels fairly ________ that he will pass this driving test.A．awfulB．confidentC．brilliantD．skilful","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"--What’s your favorite _______?--Zhao Wei. I like her because her performance in Dearest impresses me so much.A．actorB．actressC．animalD．editor","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I remember the whole thing ______ it happened yesterday .A．asB．as ifC．even ifD．that","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is one of the most novels of recent years.A．impressedB．impressiveC．impressionD．impress","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A man may usually be known by the books he reads as well as by the he keeps.A．nationalityB．organizationC．companyD．youth","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She’s not a writer. Her  is editor.A．topicB．titleC．seniorD．partner","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I am the progress we have made so far.A．content withB．frightened ofC．curious aboutD．attracted to","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was snowing hard and we were  to get home.A．advancedB．anxiousC．confidentD．addicted","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Can you tell me the way ________ I can improve my English?A．at whichB．whichC．by whichD．in which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Some experts think reading is the fundamental skill upon ________ school education depends.A．thatB．whatC．whichD．/","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The students will have an important exam tomorrow, so all the students ________ the exam now.A．are preparingB．prepareC．are preparing forD．prepare for","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many companies are suffering ________ a shortage of experienced workers.A．toB．fromC．aboutD．for","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Since ancient times, ______ the moon has been the most important thing during the Mid-Autumn Festival.A．admireB．to admireC．admiringD．admired","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I enjoy reading books on various topics, ______ those related to mysteries of ancient architecture.A．traditionallyB．particularlyC．actuallyD．additionally","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Having got the satisfactory results of IELTS, students can ______ to their ideal universities to some extent.A．applyB．referC．attendD．see","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At the ______ of the old photos, he recalled the days they spent together serving in the army.A．sceneB．endC．sightD．age","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Before taking the medicine, please ______ the instructions carefully to ensure correct usage and safety.A．wind upB．refer toC．fill inD．comment on","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The breathtaking views in the mountain ranges of Jiuzhaigou are beyond ______.A．repairB．controlC．recognitionD．description","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Do you mind me putting your photo on the Internet?—______.A．Yes, go ahead, pleaseB．No, I do mindC．I’d rather you didn’tD．No, I’d love to","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After two months, Jimmy became more ________ and relaxed in the new campus.A．unfriendlyB．excitedlyC．confidentD．patiently","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Your suggestions are far from worthless and they make a great _______ to me.A．differenceB．impressionC．influenceD．impact","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He has made great contributions to his company since he entered the company. That’s why he got ________ last month.A．inspiredB．reflectedC．promotedD．contacted","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is the way _______ I have thought of to solve the problem.A．howB．whereC．thatD．in which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"——Ricky, why hasn’t Billy been with us these days ?——Oh, he is _______ for next month’s 400-meter race.A．standing outB．taking upC．backing outD．working out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"With attention ________ on the research, he didn’t notice a person coming in.A．concentratedB．concentratingC．concentrateD．concentrates","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As a teacher, I often meet such cases ________ students whisper to each other while I am giving lessons.A．thatB．whenC．whereD．as","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In this lecture, I should  the early years of the Qing Dynasty.A．make an impression onB．sign up forC．be suitable forD．concentrate on","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The little boy is very _______: he is interested in a lot of different things and always wants to find out more about them.A．accurateB．contemporaryC．manageableD．curious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nowadays almost everyone prefers to use a smart mobile phone _______ functions are more practical .A．whichB．whoseC．whereD．what","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It’s really a _______ for a teenager to study abroad after high school .A．challengeB．puzzleC．failureD．disadvantage","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leave it to him! He feels more _______ about himself and his abilities these days.A．curiousB．confidentC．sensitiveD．worried","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Einstein was one of the greatest scientistschanged the way we think.A．whichB．whoC．whoseD．what","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was in the small house ________ was built with stones by his father ________ he spent his childhood.A．which, whichB．that, whichC．which, thatD．that, where","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The climber ________ up the hill with the heavy bags.A．struggledB．memorisedC．arguedD．offered","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He has a ______ mind that allows him to quickly analyze and solve complex problems.A．eagerB．confidentC．sharpD．negative","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You’d better back up general statements with ________ examples to make your article full and detailed.A．opposingB．creativeC．specificD．individual","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Working with the medical team in Africa did ________ the best in her as a doctor.A．work outB．bring outC．make outD．give out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"--- Tom, you win the competition again! Anything to share?--- The most important advice ________ I’d like to give is to go all out.A．whereB．whatC．thatD．how","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you ________ for another ten minutes, Mr Brown will be here.A．waitB．going to waitC．about to waitD．waiting","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"— You tell Julia about the result. — Oh, no, I ________ her now.A．be callingB．will callC．callD．am to call","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The project leader gave a detailed ________ of the new project.A．descriptionB．subscriptionC．graduationD．intention","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Even if you ________, keep calm and get ________.A．feel challenged, annoyedB．set yourself apart from others, unpreparedC．put yourself under pressure, organized.D．fail over and over again, awarded","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thinking of the wolf’s bloody mouth, Mac ran out of the cave ________.A．with eagernessB．with calmnessC．in panicD．in surprise","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Each individual has some thrilling moments ________ he enjoys and some tough moments ________ he struggles against fate.A．when; thatB．that; whenC．when; whenD．that; that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You see, with every shot, the weak plastic backboard .A．gave inB．gave upC．gave wayD．gave ground","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After making sure of the reasons behind the  sound, his  look was replaced with a smile.A．frightened; scaredB．frightened; scaringC．frightening; scaringD．frightening; scared","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A man with a bleeding hand hurried in and asked, “Is there a hospital around  I can get some medicine for my wounded hand?”A．thatB．whichC．whenD．where","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The couple in the next room are always quarrelling these days to the point  I can’t stand it any longer.A．whereB．thatC．whyD．as","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uncle Sam is one of the terms  in many articles, which is used to  the United States.A．referred to; refer toB．referring to; refer toC．referring to; referring toD．to refer to; referring to","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The numbers that researchers get from the experiments can be ________ , just like number puzzles.A．inspiringB．confusingC．worryingD．disappointing","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rather than ________ a bus to her workplace, Susan prefers ________ a taxi.A．to take, takeB．take; takingC．take; to takeD．to take; to take","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All of students in our school ________ meeting Mrs Black again.A．get used toB．look forward toC．are attracted toD．are addicted to","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We were all ________ by his ______questions.A．confused; confusedB．confusing; confusedC．confused; confusingD．confusing; confusing","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As students, we should _________ studying, not playing computer games.A．concentrate onB．focus onC．call onD．A&B","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70 students have _______ the English course so far.A．register forB．signed upC．signed up forD．responsible for","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"These small devices, however, promise to ________ change the way we live and work.A．actuallyB．slightlyC．dramaticallyD．intentionally","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sometimes people create friendship with others ________ common belief and interest.A．intended forB．depended onC．based onD．focused on","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All his attention was ________ on one thing-how to solve the problem of water shortageA．stressB．deliveredC．paidD．focused","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________difficulties, Tangshan started to________itself and get back on its feet.A．Though, sign up forB．Despite, work outC．Despite, reviveD．Though,make up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You can then spend three days________ the rainforest with a local guide and you can enjoy the plants and animals________ the rainforest.A．to explore, unique to.B．exploring, unique toC．exploring, addicted toD．to explore, addicted to","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sophia seems to be ________about the new machine, trying to find out how it works.A．curiousB．nervousC．seriousD．anxious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If someone is always________ life, he will not experience the real happiness of life.A．complainingB．complaining aboutC．complainedD．complained about","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The crying need for good cups to drink tea ________ the growth in the porcelain industry.A．made forB．made upC．made up forD．made up of","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wherever it went, it left behind it a trail of dead deer and small animals like rabbits.A．subjectB．objectC．attributive(定语)D．predicative(表语)","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Finding a solution to this environmental problem is really a great ________faced by scientists today.A．traditionB．challengeC．topicD．opportunity","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“I didn’t understand the meaning of his words.” 属于以下哪种句子结构？______A．SVOC (主谓宾宾补)B．SVO(主谓宾)C．SVOA(主谓宾状)D．SV(主谓)","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I ______ a party to see my foreign friends off, but I was too busy.A．intended to hostB．had intended hostingC．intended hostingD．had intended to host","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The splendid __________ is designed by Allan Stuart, with 18 floors still __________ construction.A．architecture; onB．architecture; underC．architect; onD．architect; under","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the botanic garden we can find a (n) ________ of plants that range from tall trees to small flowers.A．speciesB．qualityC．amountD．variety","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The school advisers help you talk through your problems but they don't give you any direct________.A．solutionB．movementC．campusD．advance","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After he survived ________ the earthquake, Tom became one of the few ________ of the family and his ________ made his old friends very happy.A．/; survivors; survivalB．in; survivors; survivalC．from; survivors; survivalD．/; survivor; surviving","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She had a number of jobs at different times, __________ from chef to swimming instructor.A．ratingB．revisingC．rangingD．rooting","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Which one of the following sentences uses the sentence structure of “SVOA”? (S: Subject; V: Verb; O: Object A: Adverbial)A．Our Campus Art Festival programmes received a great deal of attention from both inside and outside the school.B．All things there gave him a feeling of security and calmness.C．He is likely to recover from it.D．He came back in disappointment.","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ if you don’t manage your emotions and stress well, your body will be in a state of possible illness at any time.A．All too oftenB．Every so oftenC．Now and thenD．All too well","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To his ________, we were not________ at his ________achievements.A．amazement, amazed, amazedB．amazement, amazed, amazingC．amazement, amazing, amazedD．amazement, amazing, amazing","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I feel________the moment I see the________views.A．frightened, frighteningB．frightened, frightenedC．frightening, frightenedD．frightening, frightening","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The government has now carried out strict ____ policies(政策) on gas consumption(消耗), encouraging people to use a more ____ way to save both energy and money.A．economic; economicalB．economic; economicC．economical; economicalD．economical; economic","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Encourage students to ______ their own pace of progress, and allow them to set their own objectives.A．take control ofB．take the control ofC．bring control ofD．in control of","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ is reported that 13% of the police force ______ women officers.A．What; make up forB．What; is made ofC．It; make upD．It; is made up of","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Action is more ________ than words. It is no use just _______ of success. You have to act on it.A．powerful; to speakB．powerful; speakingC．energetic; to speakD．energetic; speaking","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—I don’t know how to ________ the old collections.—Why not give them away to the poor children?A．hand outB．deal withC．give upD．take up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I will go with you, Maybe, but ______ it doesn’t look dangerous.A．even ifB．in caseC．if onlyD．only if","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was just about midnight  we parked under the streetlight in front of the empty house.A．whenB．thatC．whichD．while","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To make friends, you should help others the way __________ you have been helped. Which of the following can’t be used in the blank?A．thatB．in whichC．whichD．/","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In 2017, a computer program named AlphaGo defeated Ke Jie, the best human Go player, which demonstrated an important __________ in AI systems.A．adventureB．advanceC．alarmD．account","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My father prefers________movies at a cinema rather than________the internet.A．to watch, surfingB．to watch, to surfC．watching, surfD．to watch, surf","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Where is your sister?—Shea birthday cake for Mum in the kitchen.A．makesB．is makingC．made","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The organization offers to provide ________ for about 5000 homeless people.A．companyB．accommodationC．contentD．furniture","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teenagers are responsible ________ the future of our Chinese nation.A．toB．forC．aboutD．over","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I didn’t know anyone at this party ________ Tommy.A．more thanB．rather thanC．other thanD．less than","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Internet is a valuable ________ of information if we use it wisely.A．sourceB．senseC．resultD．root","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Amish’s quality of life is better since they live in and appreciate the natural environment__________ living in large, polluted cities.A．other thanB．rather thanC．more thanD．less than","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Several years after they said goodbye to each other, they met again__________ in Paris.A．in this senseB．by chanceC．early onD．on the one hand","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Would you like some tea, please?—Yes. I prefer tea ________ sugar.A．toB．forC．withD．of","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is wise to ________ help as soon as possible.A．catchB．seekC．begD．refuse","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To keep healthy, many old people ______ Tai Chi as a regular form of exercise.A．turn upB．set upC．make upD．take up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It’s midafternoon. You’re full from lunch. The day is warm. You’re starting to feel sleepy. Should you ______ to the comfort of a nap?A．give upB．give awayC．give offD．give in","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The newly-built museum is easily  by car.A．suitableB．observableC．horribleD．accessible","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When ecologist Kasun handled feathers from the Regent Whistler and the Rufous-naped Bellbird, two toxic birds, his eyes itched like he was chopping onions. Whatever the ______, storing the toxin in feathers may help protect the birds against parasites.A．reasonB．sourceC．originD．resource","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Why do you look so excited? What are you reading?—I’m reading the news. And I found that __________ rapid progress our country is making in science, economics and technology!A．howB．whatC．what a","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He is such a brave person that I have always had the greatest  for him.A．generationB．operationC．admirationD．observation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The person ________ has changed my life is Julia. She has taught me many things.A．whichB．whoC．whomD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Advertising expenses were reduced in a(n)_______ to cut costs.A．chargeB．failureC．attemptD．permission","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t deal with it as you wish. It’s important to follow the regular _______.A．behaviourB．contextC．creativityD．procedure","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As the _______ reporter, Mike was busy interviewing the gold medal winners during the Sydney Olympic Games.A．royalB．chiefC．majorD．entire","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At the coming of age ceremony, Liu Yang made up his mind to try hard all the time to _______ what his parents expect of him.A．adapt toB．give in toC．live up toD．look forward to","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The product was developed in _______ to customer demand.A．responseB．balanceC．basisD．content","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike is still pleased with the house he bought _______ all the problems he’s had.A．withoutB．despiteC．because ofD．instead of","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Was it through your English teacher, ______ likes literary works, ______ you got to know the Bronte sisters?A．who; whoB．who; whichC．that; whichD．who; that","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We requested they ________about the plan with us________detail the next day.A．talked, inB．talking, forC．talk, inD．talked, for","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"I’m not going out tonight. I ________at home.A．stayedB．stayC．am stayingD．have been","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My mother ________ supper in the kitchen at the moment.A．is preparingB．preparedC．preparesD．has prepared","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Few people know him,________ ?A．don’t theyB．do theyC．does heD．doesn’t he","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was 2012_____ Moyan gained worldwide recognition by winning the Nobel Prize in literature, the first Chinese_____ won the prize.A．when; whichB．which; thatC．that; whoD．when; that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We were just about to leave _______ a ________ sound broke out.A．when; frighteningB．while; frightenedC．before; frighteningD．as; frightened","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The factory ____ we visited last Sunday will be pulled down. It is said that a theme park will be built there.A．whereB．in whichC．whichD．for which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She ________ late, keeping everyone waiting for her.A．is always comingB．was comingC．had always comeD．had always been coming","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
