"contentPlain","幂函数","函数单调性","指数函数","基本不等式","解不等式","函数奇偶性","分段函数","集合的运算","函数图象","函数零点","对数函数","特称（存在性）命题","恒成立问题","函数根分布","函数的概念","三角函数","复合函数","充要条件","容斥原理","集合","导数"
"函数f(x)=x/√(x^2+1)的部分图象大致为（）A．    B．    C．    D．","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"命题“∃x>0，x+|x|≥0”的否定为（）A．  ∀ x<0  ，  x+|x|≥0  B．  ∀x >0  ，  χ^+|χ|𝔠|  C．  ∃x>0  ，  χ^+|χ|ξ|  D．  ∃x×0  ，  χ^+|χ|ξ|","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"函数y=f(x)的图象关于点(a,b)成中心对称的充要条件是函数y=f(x+a)-b为奇函数.由此结论可求f(x)=x/x+1+x+1/x+2+⋯+x+2020/x+2021的对称中心为（）A．  ( 1011, 1011)  B．  (-|0|1.302|)  C．  (1/√(011),2021)  D．  (-1/2022,1011)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"设函数y=f(x)的定义域为D，若对任意的𝒳_|，x_2∈D，且x_1+x_2=2a，恒有f(x_1)+f(x_2)=2b，则称函数f(x)具有对称性，其中点(a,b)为函数y=f(x)的对称中心.研究函数f(x)=x+1+1/x-1+tan(x-1)的对称中心，则f(1/2022)+f(3/2022)+f(5/2022)+…+f(4043/2022)=（）A．2022  B．4043  C．4044  D．8086","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"设函数f(x)=(x-1)^2+sinx/x^2+1的最大值为a，最小值为b，则a+b=（）A．  -  B．0  C．1  D．2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知偶函数f(x)在区间[0,+x x)上单调递减.若f(ℕx)^∼f(1)，则𝐗̅的取值范围是（）A．  (1/10,1)  B．  (0,1/10)∪(1,+∞)  C．  (1/10, 10)  D．  (0,1/10)∪(10,+∞)","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知f(x)是定义在R上的奇函数，若f(x+3/2)为偶函数且f((1)=2，则f( 2020 )+f( 202 1 )+f( 202 2 ) =（）A．  -2  B．4  C．  -4  D．6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知f(x)为R上的奇函数，f((2)=2，若对∀x_1,x_2∈( 0, +∞ )，当x_1>x_2时，都有(x_1-x_2)[f(x_1)/x_2-f(x_2)/x_1]<0，则不等式( x+1 ) f( x+1 )>4的解集为（）A．  (-3,1)  B．  ( - 3, - 1) ∪ ( - 1, 1)  C．  ( - ∞, - 1 ) ∪ ( - 1, 1 )  D．  ( - ∞, - 3 )∪( 1, +∞ )","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知奇函数f(x)在R上是增函数，g(x)=x f(x).若a=g(-log_2S.1)，b=g(2^0.5)，c=g( 3)，则a，b，c的大小关系为（）A．  a<b<c  B．  c<b<a  C．  b<a<c  D．  b<c<a","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"已知函数f( x )=sin(x-1)+1/( x-1 )^3+3，f( -2022 )+f( -2021 )+⋯+f(∇-1)+f((0)+f(·)+f(·)+f(∇)+⋯+f(2023)+f(2024)=（）A．10130  B．10132  C．12136  D．12138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若函数f(x)的定义域为R，且f( x+y )+f( x-y )=f( x ) f( y )，f((1)=1，则∑_k=1^22f(k)=（）A．  -τ_3-τ_3  B．  -2  C．0  D．1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若函数f(x)满足f(x+3)=f(x-1)，且当x∈⌊-2,0⌋时，f(x)=3^-x+1，则f(2022)=（）A．  10/9  B．10  C．4  D．2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"定义在R上的函数f(x)满足f(x+2)=f(x)，若f(x)在(0, 1)上单调递增，a=f(ln2)，b=f(2-√(e))，c=f(5/2)，则（）A．  b<a<c  B．  c<a<b  C．  a<b<c  D．  b<c<a","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"已知函数y=log_1/2( x^2-2a x+5a )在[2,+∞)上是减函数，则实数Q的取值范围是（）A．  (-∞,2]  B．  [2,+∞)  C．  (-4,2]  D．  [-1,2]","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"设函数f(x)=2πcos(π/2x+π/4)，若对于任意的x∈ℝ，都有f(x_1)≤f(x)≤f(x_2)，则|x_1-x_2的最小值为（）A．4  B．2  C．1  D．  1/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知命题p∀x∈ℝ，|x|≥0，命题q:∃x>0，x^3=x，则（）A．  p  和  q  都是真命题  B．   ^∘p  和  q  都是真命题  C．  p  和  ⟶𝒬  都是真命题  D．   ^∘p  和  ⟶𝒬  都是真命题","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知集合M=|x∈ℤ||<x<6|，N={x|x≤4}，则M∩N=（）A．  |2,3,4|  B．  [ ⋂_1   ⋮;   ↓ ]  C．  |2|^2  D．  [ 𝕜; 0 ]","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )={[ k x+2,x≤0,;   lnx·x>0. ].若k>0，则函数y=|f(x)|-5的零点个数是（）A．  λ  B．  3̅  C．  𝒟  D．  𝐥̂","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"已知a=2/ln4 b=ln3/ln2 c=3/2，则（）A．  a>b>c  B．  a>c>b  C．  b>a>c  D．  b>c>a","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知𝐕̅为第一象限角，sinα-2cosα=-1，则α-sinh2α=（）A．  -31/25  B．  - |γ/25̅  C．  17/26  D．  31/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"函数y=ln1/|2x-3|的图象为（）A．    B．    C．    D．","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0"
"在同一个坐标系中，函数f(x)=a^-x与g( x )=|_ℚ^a-|𝐠x（a>0，且a≠1）的图象可能是（）A．    B．    C．    D．","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=log_2(|x|-1)的图象为（）A．    B．    C．    D．","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0"
"计算：log_23·|0_∞4+.3^log_34=（）A．2  B．4  C．5  D．6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"设a=log_23，b=log_34，c=log_S8，则（）A．  b<a<c  B．  a<b<c  C．  c<b<a  D．  b<c<a","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=x^2/2^4+2^4的部分图象大致是（）A．      B．      C．      D．","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=log_2(x^2-4x-5)的单调递增区间是（）A．  [2,+∞)  B．  (5,+∞)  C．  [5,+∞)  D．  (2,+∞)","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"已知函数f(x)=x|x|-2x，则下列结论正确的是（）A．  f(x)  是偶函数，递减区间是  ( 1, +𝒟 )  B．  f(x)  是偶函数，递增区间是  (-∞, -1)  C．  f(x)  是奇函数，递减区间是  (-∞, -1)  D．  f(x)  是奇函数，递减区间是  (-1,1)","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"将√̇(̇4̇)̇·√(2)化成分数指数幂的形式是（）A．  2/8  B．  17/6  C．  3  D．  2^5/6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知a+b=1且a>0,b>0，则b/a+4/b的最小值（）A．4  B．6  C．8  D．9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"关于𝐗̅的不等式x^2+m x-2>0的解集为|x|x>1或x<n!，求m∓n的值（）A．  -  B．1  C．  -2  D．2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“𝔛^2<4”是“-|<x<2”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"命题“∀x∈𝐑·x^2-2x+12≤0”的否定为（）A．  ∀x∈𝐑·x^2-2x+12≤0  B．  ∀ x∈𝐑. x2-2x+12>0  C．  ∃ x_0∈𝐑 ,x_Ω^2-2x_0+12>0  D．  ∃ x_0∉𝐑 ,x_0^2-2x_0+12>0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知A={2,3,5,6} ,B={1,3,4,6}，则A^|B=（）A．  |2,S|  B．   3, 6_1  C．  |2,5,6⟩  D．  ||_1|_1λ_11∼_1λ_1ℓ∼__1∮_1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设y=f(x)与y=g((x)是两个不同的幂函数，记M= _1^{𝒳|f( x )=g( x ) ,，则M中的元素个数的可能是（）.A．0、1、2、  B．1、2、3  C．1、2、3、4  D．0、1、2、3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=sin(ωx-π/6)（ω>0，x∈[0,2π]）恰有4个最大值，则函数g( x )=cosωx( x∈[ 0 , 2π ] )的零点最多有（）A．7个  B．8个  C．9个  D．10个","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
"坐标平面内点D/的坐标为(sin5,cos5)，则点D/位于（）A．第一象限  B．第二象限  C．第三象限  D．第四象限","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知角𝐕̅的终边经过点(2a-1,4)，且cosa=-3/5，则实数Q的值是（）A．  θ=∑  B．  Π̂  C．2  D．1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知角𝐕̅的终边在直线y=-3x上，则10sinω+3/COSω的值为（）A．  -6√(10)  B．  6√(10)  C．0  D．  - 3√(10)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知扇形的周长是scm，当扇形面积最大时，扇形的圆心角的大小为（）A．  T/3  B．  𝐓/λ  C．1  D．2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若角𝐕̅的终边落在如图所示的阴影部分内，则角𝐕̅的取值范围是（）A．  nn/0,n/3  B．  (2π/3,7π/6)  C．  [2π/3 ,7π/6]  D．  [2kπ+2π/3 ,2kπ+7π/6 ](k∈Z)","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"设集合A={[ x|x=k·180∘+(∇-1)^k·90∘∇_3·k∈𝐙_1^1 ].，B=[ ⋮ ]x|x≈k·360^∘+90·^∘ ,k∈𝐙_1^↑，则集合A，B的关系是（）A．  A  ⫌  B  B．  A  ⫋  B  C．  A=B  D．  A^|B=∅","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若角𝐕̅与65̅^∘角的终边相同，角β与- 1 5^5角的终边相同，则𝐕̅与β之间的关系是（）A．  a+β=- 50^∘  B．  a-β=180^∘  C．  α+β=k·360^∘+180^∘(k∈𝐙)  D．  α-β=k·360^∘+180^∘( k∈𝐙 )","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"用弧度制表示与150^∘角的终边相同的角的集合为（）A．  {β|=-5π/6+2kπ,k∈Z}  B．  {[ β|β=5π/6+k·360^∘, k∈𝐙} ]  C．  {[ β|β=2π/3+2kπ, k∈Z} ]  D．  {[ β|β=5π/6+2kπ, k∈𝐙.] ]","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)=sin(2x+π/6)-√(3)cos(2x+π/6)，则下列结论不正确的是（）A．函数  f(x)  的图象对称轴为  x=π/3+kπ, k∈ℤ  B．函数  f(x+π/3)  为偶函数  C．函数  f(x)  在区间  (0,π/3)  上单调递增  D．  f(x)  的最小值为  -2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)满足：f( 2-x )+f( 2+x )=0，当X>2时，f(x)=ln(x-2)，则不等式x f(x)<0的解集为（）A．  ( - c. , 1 )∪( 2. 3 )  B．  ( - ∞,0 )∪( 0,1 )∪( 2,3 )  C．  ( 1,2 ) ∪ ( 3,+∞ )  D．  ( 0 , 1 ) ∪ ( 2 , 3 )","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"已知x,y∈ℝ，且x+y>0，则（）A．  1/x+1/y>0  B．  x^3+y^3>0  C．  |g( x+y)>0  D．  sin(x+y)>0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"已知a=2^1/3· b=4^1/3· c=3^1/3，则Q、∂、𝒞的大小关系为（）A．  a<b<c  B．  c<b<a  C．  b<c<a  D．  c<a<b","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=x^2/1+x^2，正数Q，∂满足f( a )+f( b )=1，则(2a2-9)b/4a^2+8|b^2的最大值为（）A．  1/24  B．  1/12  C．  1/6  D．  1/4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高斯是德国著名的数学家，近代数学奠基者之一，享有“数学王子”的称号，他和阿基米德、牛顿并列为世界三大数学家，用其名字命名的“高斯函数”为：设x∈ℝ，用[x]表示不超过x的最大整数，则y=[x]称为高斯函数，例如[-3.2]=-4，[2.3]=2．则[log_31]+[log_32]+[log_33]+⋯+[log_3243]的值是（）A．145  B．857  C．150  D．243","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"若(3x+y)^2021+x^2021+4x+y=0，则4x+y=（）A．1  B．0  C．2  D．  -μ-λ","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数y=a^v-2+3（a>0且a≠1）的图象恒过定点D/，点D/在幂函数y=f(x)的图象上，则f(1/3)=（）A．  1/9  B．9  C．  √(3)/3  D．3","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"已知a=0.99^1,0，b=1.01^i099，c=log_1.01(0.99（）A．  a<b<c  B．  b<c<a  C．  c<b<a  D．  c<a<b","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={Ø_log_2(a x-1),|<x≤2.在定义域上单调递增，则实数Q的取值范围是（）A．  ( 0 , + x )  B．  (0,3/2)  C．  [1,3/2]  D．  (1,3/2)","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数y=√(x-1)的定义域为（）A．  {x| x≥1}  B．  |x|x>1|  C．  |x| x≤1|  D．  |x|x<1|","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"设集合A={3,S}，集合B={1,2,4,5}，则集合4∪B=（）A．  ||_1ȷ_*λ_*|_*ζ_*⟩  B．  {1,2,3,4,5}  C．  |2,3,4,5|  D．  [ ⟨≤⟩;   ⋮ ]","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“每个三角形的重心都在其内部”的否定是（）A．每个三角形的重心都在其外部  B．每个三角形的重心都不在其内部  C．至少有一个三角形的重心在其内部  D．至少有一个三角形的重心不在其内部","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列说法正确的是（）A．若  a c^2>b c^2  ，则  a≻b  B．若  Q  ，  ∂  ，  m∈(0,+ x)  ，则  h/a<b+m/a+m  C．若  a≻b  ，则  1/a<1/b  D．若  a≻b  ，  χ>_𝒱  ，则  a x>b y","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知角𝐕̅的顶点与原点重合，始边与𝐗̅轴正半轴重合，终边经过点( - 1, - 2 )，则tan2α=（）A．  3/λ  B．  λ/3  C．  - 3/λ  D．  - d/3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"下列不等式①a+1/a≥2；②a^2+4≥4a；③b/a+a/b|≥2；④2a^2b^2/a^2+b^2≤a b，其中恒成立的是（）A．①④  B．③④  C．②③  D．①②","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若函数f(x)满足f( x )-3f(1/x)=x-4/x，则f(2)=（）A．  9/2  B．  -9/2  C．  45/16  D．  - λ_∼^displaystyle/|Θ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"函数f(x)的部分图象如下图所示，则f(x)的解析式可能为（）A．  f( x )=( e^x-e^-x) sinx  B．  f(x)=(e^x-e^-x)cosx  C．  f(x)=(e^x-e^-x)/simx  D．  f( x)=(e^x-e^x)/Cosx","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"集合U={[ x∈𝐍| |≤x≤6^∘ ].，A={3,4,5}，则C_1A=（）A．  |2𝔜  B．  {1,2}  C．  |2,6!  D．  m⊢¬¬\","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设集合A=𝔣 x|-1<x≤3𝔥，B=|ł_1,2̅,j,4|，则A^B=（）A．  |2,3^†  B．  {1,2}  C．  !↑,2,3↑  D．  _1/k|_1/2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设有下面四个命题，其中真命题为（）A．  ∃x∈𝐑·x^2+1<0  B．  ∀x∈𝐑.x+|x|>0  C．  ∀x ∈𝐙, |x|∈ℕ  D．  ∃ x∈𝐑·x^2-2x+3=0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知二次函数f( x )=a x^2+b x+c，对任意的x∈ℝ，都有f( 2024x )>2024f( x )，则（）A．  f(x)  有两个正零点  B．  f(x)  有一正一负两个零点  C．  f(x)  有两个负零点  D．  f(x)  无零点","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知cos(x+π/4)=3/3，sin/12<xsin/4，则sin|x+cos|x|/cos|x-sinx=（）A．  - d/3  B．  - d/3  或  λ/3  C．  - 3/λ  D．  - 3/λ  或  3/λ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知集合A=𝔨x[x=3k+1, k∈ℕ]，B={x|x=6z+1,z∈𝐍}，则（）A．  4⊆B  B．  B⊆A  C．  A=B  D．  A∪B=ℕ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"在平面直角坐标系中，集合C={ ( x,y ) | y=x  }表示直线𝔭=𝔛上的所有点，从这个角度看，若有集合D={( x , y )|y^2-x/(x^2+y=2     }，则集合𝒞、D/之间有什么关系？（）A．  C⊆D  B．  D⊆C  C．  C∈D  D．  D∈C","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=x^2-1,x≤1x-1，则f(f(3) )=（）A．8  B．  - 3/λ  C．  -.|⟨⟩/⟨⟩.  D．  1/2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=Asin( ωx+φ )( A>0 , ω>0 , 0<φ<2π)的部分图象如图所示，若所在平面不等式f^2( x )+f( x )-a≥0在x∈[0,π/3]上恒成立，则实数Q的取值范围是（）A．  ([  √(∑); - σ-γ ]).  B．  (- c o, 1+√(2)/2 )  C．  (-∞,√(2)/2)  D．  (-...-,1-√(2)/2)","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
"下列函数中f(x)与g(x)是同一函数的为（）A．  f(x)=x^2  ，  g(x)=(√(x))^4  B．  f(x)=x^2  ，  g( x)=√̇(̇ẋ^̇6̇)̇  C．  f(x)=√(-x^3)  ，  g(x)=x√(-x)  D．  f(x)=x-1  ，  g(x)=x^2/x-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知集合A={x|x<-1}或x≥3^↓，B= :x|a x+1≤0  ; ，若A^|B=B，则实数Q的取值范围是（）A．  [-1/3,1]  B．  [-1/3,1]  C．  ( - ∞, - 1) ∪ [ 0, + ∞)  D．  [-1/3,0)∪(0,1)","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"对于实数Q、∂、𝒞，下列说法正确的是（）A．若  a≻b  ，则  1/a<1/b  B．若  a>b>c>0  ，则  2a<b+c  C．若  a>0>b  ，则  a b<a^2  D．若  c>a>b  ，则  a/c^-a>b/c^-b","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“|x-2|>2”是“𝒳>𝒜”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列说法正确的有（）A．10以内的质数组成的集合是  ^{ 0, 2, 3, 5, 7 ]  B．  ∂  与  i^'0^'  是同一个集合  C．方程  x^2-2x+1=0  的解集是  :1,1,  D．集合  M={ a,b,c}  中的元素是  Δ d B C  的三边长，则  Δ d B C  一定不是等腰三角形","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=log_2(4^x+1)-x+√(x^2-1)，则关于𝐗̅的不等式f(x+2)>f(2x)解集为（）A．  (-2/3,2)  B．  (-1, -2/3)∪(1/2,2)  C．  (-2/3, -1/2)10[1/2,2)  D．  (-1, -1/2)∪[1/2,2)","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"已知a、b、c是三角形的三边，对于代数式a/b+c+b/a+c+c/a+b，有下列说法：①有最小值3/2，②有最大值3，则（）A．①和②均为真命题  B．①和②均为假命题  C．①为真命题，②为假命题  D．①为假命题，②为真命题","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)的定义域为R，满足f(x^+y)-[ f(x)+f(y)]=2024，则下列说法正确的是（）A．  f(x)  是偶函数  B．  f(x)  是奇函数  C．  f(x)+2024  是奇函数  D．  f(x)+2024  是偶函数","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知关于𝐗̅的不等式a x-b/x+c≥0的解集为(-∞,1)∪[2,+∞)，则错误的说法是（）A．  a=2b  B．  c=-1  C．  Q+↑/J̅  的最小值为  /2  D．  a x^2+b x>0  的解集为  |x|_X<·2  或  x>0_1^1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知 x≥0，𝔙>ℤ，且1/x+1+1/y-2=1，则x+y的最小值为（）A．5  B．6  C．7  D．9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设集合A={_y|y=2^4x^2}，B=.{x⌉,y=ln( x^2+2x+3 ) . ?，则A^|B=（）A．  (0,4]  B．  [1,4]  C．  1,+∞  D．  ( 0 , + x )","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"若数集A={a_1,a_2, ⋯,a_n}( 1≤a_1<a_2<⋯<a_n,n≥2)具有性质D/：对任意的𝑙̇，j⃗(1≤i<j≤n)，a_ia_j与a_j/a_i中至少有一个属于A，则称集合𝒜为“权集”，则（）A．  !_1,3,4_i^1  为“权集”  B．  |1,2,3,6_i  为“权集”  C．“权集”中元素个数一定是有限个  D．“权集”中一定有1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知一元二次不等式a x^2+b x+c>0的解集为|x|- 3<x<1|，则不等式c x^2+b x+a>0的解集为（）A．  {x|-.1/3<x<1}  B．  |x|-1<x<3|  C．  {x|x<-1/3  或  X⩾||  D．  |x|x<-1  或  χ>𝔍_1^↓","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知两个非零实数𝐗̅，𝐲满足x+y=2，则下列各式中最小值为2的是（）A．  x y+1/x y  B．  x^2+y^2  C．  1/x+1/y  D．  2x y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知m>n>0，下列各数中最大的是（）A．  Jℳ  B．  m+n/2  C．  {m n   D．  2m n/m+n","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"不等式x^2+5x-6<0的解集为（）A．  ^♭𝒳|2 ≤𝒳≤3 1  -  B．  ^♭x⌋-3≤x≤-212  C．  |x|-6<x<1}  D．  |χ|=([           ζ; ζ/→χ_1/v^<| ]|","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={-2, -1.0·2}，B={-2,2,4}，则A^|B=（）A．  𝐢-1,0_i^1  B．  |4|_i^†  C．  |-2,2| ,  D．  {-2,-2,-1,0,2,4}","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若两个正实数𝐗̅，𝐲满足1/x+4/y=1，且存在这样的𝐗̅，𝐲使不等式x+y/4<m^2+3m有解，则实数Jℳ的取值范围是（）A．  i m|m<-4  或  m>11/3  B．  𝐢 m |-4<m<1  i  C．  ^∘m|-1<m<4/  D．  i m|m<-3  或  m>0_1^1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若函数f(x)=2sinωxcosωx+√(3)(sin^4ωx-cos^4ωx)(ω>0)在区间(0,π/2)上只有一个零点，则 fD的取值范围为（）A．  (1/3,4/3)  B．  [1/3,4/3]  C．  (1/6,7/6)  D．  [1/6,7/6]","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"若-|≤x≤2是-2<x<a的充分不必要条件，则实数Q的取值范围是（）．A．  a≥2  B．  a>2  C．  a≤2  D．  a<2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"不等式x^2-4x+8≥a^2-3a对任意实数𝐗̅恒成立，则实数Q的取值范围为（）A．  [-1,2]  B．  [2,4]  C．  [-2,1]  D．  [-1,4]","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"设集合A=ℕX|lnx≤1↑，B= {x|-1≤x≤1}，则A^|B=（）A．  ^fx]-1/x≤e_1^1  B．  i_X|x≤𝐞⟩  C．   _i x|0<x≤1_i  D．  xlogx≤x⟩","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知集合A=uparrow x|x>5!，B=[x]S a-1<x<a+1|]，且A∪B=A，则Q的取值范围为（）A．  (-∞, -6]  B．  [6/5, +∞]  C．  [6/5,3]  D．  [3,+∞)","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={x|0≤x<4  } ,B={x}|x>√(3)  }，则A^|B=（）A．   t x|x≥0   ;    B．  {x|√(3)<x≤4  C．  {x|√(3)<x<4  D．  ⟨|χ|||⟨≤_𝒩χ ℰ|Λ..⟩","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
